contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
MU260626C00355000,2026-05-22T14:19:28.000Z,355.0,403.42,506.35,520.05,0.0,0.0,1.0,1,2.1474655688,True,REGULAR,USD
MU260626C00360000,2026-05-20T15:36:48.000Z,360.0,368.5,504.0,515.1,0.0,0.0,4.0,6,2.234135274,True,REGULAR,USD
MU260626C00365000,2026-05-21T19:59:07.000Z,365.0,397.5,498.0,510.2,0.0,0.0,10.0,15,2.16589814,True,REGULAR,USD
MU260626C00370000,2026-06-04T13:42:56.000Z,370.0,629.74,494.0,505.25,0.0,0.0,1.0,5,2.1772506506,True,REGULAR,USD
MU260626C00380000,2026-05-20T15:36:40.000Z,380.0,349.3,482.15,495.4,0.0,0.0,2.0,2,2.0484667929,True,REGULAR,USD
MU260626C00385000,2026-06-05T16:40:58.000Z,385.0,516.29,478.0,490.5,190.48999,58.468384,2.0,1,2.0573779034,True,REGULAR,USD
MU260626C00390000,2026-05-13T15:24:52.000Z,390.0,409.17,472.3,485.55,0.0,0.0,,1,2.0026905402,True,REGULAR,USD
MU260626C00395000,2026-05-19T19:41:19.000Z,395.0,309.72,468.0,480.65,0.0,0.0,1.0,1,2.0050098703,True,REGULAR,USD
MU260626C00400000,2026-05-27T13:44:01.000Z,400.0,520.5,462.0,475.75,0.0,0.0,1.0,5,1.9420168915,True,REGULAR,USD
MU260626C00405000,2026-06-02T13:35:13.000Z,405.0,624.92,459.05,470.8,0.0,0.0,22.0,5,1.9913330511,True,REGULAR,USD
MU260626C00410000,2026-05-20T16:23:24.000Z,410.0,308.22,452.7,465.9,0.0,0.0,4.0,12,1.9185795087,True,REGULAR,USD
MU260626C00415000,2026-05-20T16:04:55.000Z,415.0,311.11,450.0,461.0,0.0,0.0,,4,1.9730225958,True,REGULAR,USD
MU260626C00420000,2026-06-01T17:15:17.000Z,420.0,624.75,444.35,456.1,0.0,0.0,2.0,3,1.9271243878,True,REGULAR,USD
MU260626C00425000,2026-06-01T17:13:38.000Z,425.0,621.03,440.0,451.2,0.0,0.0,1.0,17,1.9234622968,True,REGULAR,USD
MU260626C00430000,2026-06-04T14:08:21.000Z,430.0,548.0,434.0,446.25,0.0,0.0,1.0,5,1.8658453973,True,REGULAR,USD
MU260626C00435000,2026-05-14T13:45:59.000Z,435.0,375.9,430.0,441.35,0.0,0.0,,2,1.8731695795,True,REGULAR,USD
MU260626C00440000,2026-06-02T14:19:31.000Z,440.0,620.39,424.0,436.5,0.0,0.0,1.0,11,1.8201913287,True,REGULAR,USD
MU260626C00445000,2026-06-01T17:03:08.000Z,445.0,602.23,418.95,431.6,0.0,0.0,1.0,10,1.7952891095,True,REGULAR,USD
MU260626C00450000,2026-06-01T19:05:47.000Z,450.0,587.04,413.55,426.75,0.0,0.0,2.0,11,1.7615978717,True,REGULAR,USD
MU260626C00455000,2026-06-05T14:17:36.000Z,455.0,484.52,410.0,421.85,-135.36002,-21.836487,1.0,9,1.7813121286,True,REGULAR,USD
MU260626C00460000,2026-06-05T15:25:06.000Z,460.0,470.64,406.0,417.0,16.970001,3.7406046,1.0,17,1.7869883698,True,REGULAR,USD
MU260626C00465000,2026-05-18T17:36:11.000Z,465.0,227.2,400.0,412.15,0.0,0.0,8.0,5,1.7377942798,True,REGULAR,USD
MU260626C00470000,2026-06-02T19:51:17.000Z,470.0,605.0,395.55,407.3,0.0,0.0,1.0,8,1.7310804462,True,REGULAR,USD
MU260626C00475000,2026-06-03T15:17:06.000Z,475.0,602.95,390.0,402.45,0.0,0.0,1.0,5,1.6949478143,True,REGULAR,USD
MU260626C00480000,2026-06-03T19:56:30.000Z,480.0,605.22,384.8,397.6,0.0,0.0,1.0,5,1.668458689,True,REGULAR,USD
MU260626C00485000,2026-06-05T18:45:18.000Z,485.0,393.98,382.0,392.75,-181.47,-31.535318,1.0,7,1.7023330313,True,REGULAR,USD
MU260626C00490000,2026-05-26T15:45:27.000Z,490.0,391.6,376.55,387.95,0.0,0.0,1.0,2,1.6710221527,True,REGULAR,USD
MU260626C00495000,2026-05-18T14:49:18.000Z,495.0,211.85,372.0,383.1,0.0,0.0,11.0,11,1.6600358795,True,REGULAR,USD
MU260626C00500000,2026-06-05T19:19:52.000Z,500.0,374.0,366.0,378.3,-159.47998,-29.894278,4.0,51,1.6164569958,True,REGULAR,USD
MU260626C00505000,2026-05-29T17:27:39.000Z,505.0,454.94,360.3,373.5,0.0,0.0,61.0,64,1.5802022943,True,REGULAR,USD
MU260626C00510000,2026-05-29T13:56:00.000Z,510.0,466.02,356.5,368.7,0.0,0.0,15.0,16,1.5880757901,True,REGULAR,USD
MU260626C00515000,2026-05-26T19:24:17.000Z,515.0,405.73,352.2,363.9,0.0,0.0,1.0,5,1.5834981763,True,REGULAR,USD
MU260626C00520000,2026-06-02T16:56:02.000Z,520.0,525.53,348.0,359.1,0.0,0.0,10.0,12,1.5802022943,True,REGULAR,USD
MU260626C00525000,2026-06-04T13:39:09.000Z,525.0,488.94,342.4,354.35,0.0,0.0,2.0,5,1.5485862415,True,REGULAR,USD
MU260626C00530000,2026-06-03T18:10:05.000Z,530.0,547.98,336.75,349.6,0.0,0.0,1.0,60,1.5162377704,True,REGULAR,USD
MU260626C00535000,2026-05-12T15:11:48.000Z,535.0,229.87,334.0,344.85,0.0,0.0,,1,1.5421775821,True,REGULAR,USD
MU260626C00540000,2026-05-29T15:25:07.000Z,540.0,432.66,328.0,340.1,0.0,0.0,10.0,25,1.5035425214,True,REGULAR,USD
MU260626C00545000,2026-05-29T14:02:33.000Z,545.0,435.55,324.2,335.4,0.0,0.0,5.0,7,1.5080591003,True,REGULAR,USD
MU260626C00550000,2026-06-05T18:45:41.000Z,550.0,331.61,319.5,330.65,-144.93002,-30.412981,1.0,22,1.4941431543,True,REGULAR,USD
MU260626C00555000,2026-06-05T13:30:21.000Z,555.0,393.12,314.0,325.95,63.799988,19.37325,1.0,6,1.4666774713,True,REGULAR,USD
MU260626C00560000,2026-06-03T19:50:07.000Z,560.0,530.82,310.2,321.3,0.0,0.0,1.0,16,1.4701564578,True,REGULAR,USD
MU260626C00565000,2026-05-26T19:48:32.000Z,565.0,351.0,305.4,316.6,0.0,0.0,2.0,5,1.4548367102,True,REGULAR,USD
MU260626C00570000,2026-05-26T14:30:31.000Z,570.0,317.65,302.0,311.95,0.0,0.0,4.0,15,1.4631984848,True,REGULAR,USD
MU260626C00575000,2026-06-02T16:39:54.000Z,575.0,470.15,296.2,304.95,0.0,0.0,1.0,9,1.39343565,True,REGULAR,USD
MU260626C00580000,2026-06-01T14:32:44.000Z,580.0,454.58,291.5,300.3,0.0,0.0,3.0,11,1.3809235056,True,REGULAR,USD
MU260626C00585000,2026-05-27T19:15:29.000Z,585.0,347.0,286.6,295.95,-3.0,-0.8571428,5.0,18,1.3697541278,True,REGULAR,USD
MU260626C00590000,2026-05-27T14:06:28.000Z,590.0,351.2,280.0,290.95,0.0,0.0,2.0,4,1.3209872818,True,REGULAR,USD
MU260626C00595000,2026-05-27T14:35:12.000Z,595.0,311.71,278.2,286.75,0.0,0.0,1.0,6,1.3602937259,True,REGULAR,USD
MU260626C00600000,2026-06-05T16:32:29.000Z,600.0,316.9,272.45,281.85,-106.100006,-25.082743,4.0,111,1.3273349063,True,REGULAR,USD
MU260626C00605000,2026-06-01T18:14:27.000Z,605.0,437.55,270.0,277.7,0.0,0.0,10.0,18,1.3533967877,True,REGULAR,USD
MU260626C00610000,2026-06-05T16:39:59.000Z,610.0,305.0,264.15,273.2,-174.28,-36.362877,6.0,51,1.325015582,True,REGULAR,USD
MU260626C00615000,2026-06-05T19:46:50.000Z,615.0,280.0,259.5,268.75,-91.5,-24.629879,1.0,4,1.3140903436,True,REGULAR,USD
MU260626C00620000,2026-06-03T19:14:51.000Z,620.0,457.44,254.45,263.9,0.0,0.0,2.0,72,1.2921788321,True,REGULAR,USD
MU260626C00625000,2026-06-05T19:28:41.000Z,625.0,262.56,250.2,259.9,-36.410004,-12.17848,2.0,9,1.2921177972,True,REGULAR,USD
MU260626C00630000,2026-05-29T16:27:59.000Z,630.0,354.7,248.0,255.45,0.0,0.0,1.0,60,1.3112827405,True,REGULAR,USD
MU260626C00635000,2026-06-05T19:52:25.000Z,635.0,268.0,241.5,250.75,-21.140015,-7.311342,10.0,19,1.2727087146,True,REGULAR,USD
MU260626C00640000,2026-06-05T16:16:03.000Z,640.0,290.0,237.45,246.7,-143.57,-33.113457,1.0,68,1.2724645752,True,REGULAR,USD
MU260626C00645000,2026-06-05T19:53:11.000Z,645.0,248.63,232.5,242.45,-176.19998,-41.47541,18.0,29,1.2584265594,True,REGULAR,USD
MU260626C00650000,2026-06-05T19:54:02.000Z,650.0,253.13,229.1,237.85,-115.369995,-31.308004,56.0,292,1.2581213852,True,REGULAR,USD
MU260626C00655000,2026-06-03T16:09:03.000Z,655.0,412.8,226.0,233.6,0.0,0.0,4.0,44,1.2642859052,True,REGULAR,USD
MU260626C00660000,2026-06-05T13:36:50.000Z,660.0,296.58,222.0,229.75,-111.42001,-27.308828,2.0,142,1.2637976263,True,REGULAR,USD
MU260626C00665000,2026-06-02T14:06:03.000Z,665.0,231.8,215.55,225.55,-167.51,-41.949863,1.0,20,1.2327003697,True,REGULAR,USD
MU260626C00670000,2026-06-04T13:47:01.000Z,670.0,264.37,214.0,221.15,-69.19,-20.742897,1.0,246,1.2512854819,True,REGULAR,USD
MU260626C00675000,2026-06-01T17:23:37.000Z,675.0,378.4,208.0,217.35,0.0,0.0,1.0,98,1.2290077612,True,REGULAR,USD
MU260626C00680000,2026-06-05T15:13:42.000Z,680.0,268.85,206.0,212.9,-55.70999,-17.164774,4.0,89,1.2402992087,True,REGULAR,USD
MU260626C00685000,2026-06-03T18:11:52.000Z,685.0,395.0,202.0,208.85,0.0,0.0,2.0,89,1.2347450372,True,REGULAR,USD
MU260626C00690000,2026-06-05T15:15:45.000Z,690.0,258.6,198.0,204.85,-84.66,-24.66352,4.0,146,1.2291298309,True,REGULAR,USD
MU260626C00695000,2026-06-01T15:52:10.000Z,695.0,249.7,194.0,200.9,-98.12999,-28.212055,1.0,30,1.2234535898,True,REGULAR,USD
MU260626C00700000,2026-06-05T19:54:15.000Z,700.0,197.0,188.3,196.95,-138.0,-41.19403,46.0,484,1.2016641479,True,REGULAR,USD
MU260626C00705000,2026-06-05T18:39:03.000Z,705.0,199.6,186.0,193.45,-110.399994,-35.612904,3.0,114,1.2146035364,True,REGULAR,USD
MU260626C00710000,2026-06-05T17:07:39.000Z,710.0,190.0,180.45,187.25,-130.0,-40.625,9.0,154,1.1737407036,True,REGULAR,USD
MU260626C00715000,2026-06-05T19:18:48.000Z,715.0,185.05,178.0,185.7,-171.3,-48.070717,15.0,116,1.2009622472,True,REGULAR,USD
MU260626C00720000,2026-06-05T18:50:40.000Z,720.0,184.53,174.0,181.75,-139.75,-43.095474,26.0,310,1.1928140945,True,REGULAR,USD
MU260626C00725000,2026-06-05T18:50:36.000Z,725.0,182.0,169.05,176.1,-116.91,-39.11211,25.0,127,1.1619914948,True,REGULAR,USD
MU260626C00730000,2026-06-05T18:49:06.000Z,730.0,173.0,166.0,172.5,-105.67999,-37.921627,2.0,111,1.1640666797,True,REGULAR,USD
MU260626C00735000,2026-06-05T14:19:34.000Z,735.0,212.0,163.05,170.9,-63.200012,-22.96512,18.0,103,1.1822855827,True,REGULAR,USD
MU260626C00740000,2026-06-05T19:17:59.000Z,740.0,164.81,158.85,167.3,-102.67001,-38.384182,13.0,90,1.1734050119,True,REGULAR,USD
MU260626C00745000,2026-06-04T16:52:16.000Z,745.0,291.3,156.0,163.65,0.0,0.0,4.0,24,1.1742289824,True,REGULAR,USD
MU260626C00750000,2026-06-05T19:57:27.000Z,750.0,165.54,152.0,160.25,-120.96001,-42.2199,111.0,910,1.1674541139,True,REGULAR,USD
MU260626C00755000,2026-06-05T18:40:26.000Z,755.0,161.6,150.0,156.6,-106.350006,-39.690243,12.0,80,1.1734050119,True,REGULAR,USD
MU260626C00760000,2026-06-05T18:48:15.000Z,760.0,160.0,146.0,153.25,-121.640015,-43.18989,11.0,175,1.1658672078,True,REGULAR,USD
MU260626C00765000,2026-06-05T16:24:29.000Z,765.0,185.0,142.4,149.95,-50.949997,-21.593557,2.0,47,1.1611675243,True,REGULAR,USD
MU260626C00770000,2026-06-05T16:35:54.000Z,770.0,174.45,140.0,145.1,-56.79001,-24.558903,3.0,213,1.1534160982,True,REGULAR,USD
MU260626C00775000,2026-06-05T19:59:32.000Z,775.0,142.91,136.0,143.4,-112.73999,-44.09935,7.0,91,1.1562847362,True,REGULAR,USD
MU260626C00780000,2026-06-05T14:51:26.000Z,780.0,143.62,132.0,140.2,-120.380005,-45.598488,7.0,269,1.1478314093,True,REGULAR,USD
MU260626C00785000,2026-06-05T16:25:57.000Z,785.0,170.51,130.0,137.1,-79.69,-31.85052,1.0,39,1.1535992027,True,REGULAR,USD
MU260626C00790000,2026-06-05T19:17:53.000Z,790.0,129.8,126.75,132.45,-127.36,-49.525585,23.0,149,1.1392560127,True,REGULAR,USD
MU260626C00795000,2026-06-03T19:49:04.000Z,795.0,309.6,124.8,130.95,0.0,0.0,1.0,29,1.1550335217,True,REGULAR,USD
MU260626C00800000,2026-06-05T19:48:08.000Z,800.0,139.75,120.8,127.45,-97.8,-41.17028,398.0,1199,1.142429825,True,REGULAR,USD
MU260626C00805000,2026-06-05T19:48:08.000Z,805.0,133.87,118.0,124.95,-129.16,-49.104668,23.0,27,1.1442303531,True,REGULAR,USD
MU260626C00810000,2026-06-05T17:55:06.000Z,810.0,142.0,115.7,120.85,-97.8,-40.783985,21.0,263,1.1380658331,True,REGULAR,USD
MU260626C00815000,2026-06-03T13:38:41.000Z,815.0,264.7,112.0,119.2,0.0,0.0,1.0,157,1.1383099725,True,REGULAR,USD
MU260626C00820000,2026-06-05T19:04:41.000Z,820.0,129.03,110.3,116.4,-81.3,-38.653545,112.0,241,1.1435284523,True,REGULAR,USD
MU260626C00825000,2026-06-04T15:43:48.000Z,825.0,153.11,106.1,113.65,-66.14,-30.166477,1.0,79,1.1321607113,True,REGULAR,USD
MU260626C00830000,2026-06-05T16:31:42.000Z,830.0,136.39,105.15,110.95,-63.309998,-31.702555,6.0,109,1.1416516306,True,REGULAR,USD
MU260626C00835000,2026-06-05T19:40:57.000Z,835.0,114.0,101.55,108.3,-97.14,-46.00739,48.0,87,1.1337781348,True,REGULAR,USD
MU260626C00840000,2026-06-05T19:48:04.000Z,840.0,113.1,99.35,104.65,-90.549995,-44.46354,11.0,262,1.1279645653,True,REGULAR,USD
MU260626C00845000,2026-06-05T18:51:44.000Z,845.0,105.09,96.5,103.15,-97.91,-48.23153,44.0,68,1.131168895,True,REGULAR,USD
MU260626C00850000,2026-06-05T19:51:19.000Z,850.0,100.7,93.75,100.7,-97.3,-49.141415,62.0,696,1.1284070679,True,REGULAR,USD
MU260626C00855000,2026-06-05T19:52:04.000Z,855.0,98.37,92.05,98.25,-99.23,-50.21761,32.0,37,1.1317182086,True,REGULAR,USD
MU260626C00860000,2026-06-05T19:48:30.000Z,860.0,95.97,89.4,95.85,-85.53999,-47.126877,47.0,89,1.1288190532,True,REGULAR,USD
MU260626C00865000,2026-06-05T19:51:54.000Z,865.0,104.43,87.8,93.55,-70.57,-40.325714,103.0,49,1.1325726965,False,REGULAR,USD
MU260626C00870000,2026-06-05T19:59:38.000Z,870.0,89.95,85.05,91.25,-111.84,-55.423958,110.0,147,1.1285901725,False,REGULAR,USD
MU260626C00875000,2026-06-05T19:58:33.000Z,875.0,89.62,85.0,87.85,-142.70001,-61.423904,106.0,4,1.1340527917,False,REGULAR,USD
MU260626C00880000,2026-06-05T19:59:24.000Z,880.0,84.7,80.75,85.85,-99.3,-53.967392,289.0,241,1.1215864233,False,REGULAR,USD
MU260626C00885000,2026-06-05T19:59:27.000Z,885.0,85.0,79.15,84.75,-97.600006,-53.45017,172.0,15,1.1306500987,False,REGULAR,USD
MU260626C00890000,2026-06-05T19:58:13.000Z,890.0,84.6,77.1,82.4,-94.6,-52.790176,75.0,154,1.1286359486,False,REGULAR,USD
MU260626C00895000,2026-06-05T19:55:56.000Z,895.0,83.55,74.3,80.6,-92.2,-52.46088,23.0,8,1.1248823053,False,REGULAR,USD
MU260626C00900000,2026-06-05T19:56:33.000Z,900.0,81.85,75.0,77.7,-80.15,-49.475307,1671.0,1186,1.1355023694,False,REGULAR,USD
MU260626C00905000,2026-06-05T19:40:19.000Z,905.0,75.63,70.55,76.75,-93.52,-55.288208,70.0,14,1.1257978281,False,REGULAR,USD
MU260626C00910000,2026-06-05T19:40:16.000Z,910.0,81.27,69.55,73.8,-81.93,-50.20221,100.0,189,1.1245466136,False,REGULAR,USD
MU260626C00915000,2026-06-05T19:56:43.000Z,915.0,70.2,68.6,73.0,-92.600006,-56.87961,47.0,18,1.1365094444,False,REGULAR,USD
MU260626C00920000,2026-06-05T19:54:49.000Z,920.0,69.15,66.25,70.1,-78.85,-53.277027,763.0,226,1.126225072,False,REGULAR,USD
MU260626C00925000,2026-06-05T18:51:48.000Z,925.0,71.82,63.35,69.4,-84.21,-53.97039,194.0,41,1.1257215345,False,REGULAR,USD
MU260626C00930000,2026-06-05T19:53:56.000Z,930.0,69.93,63.0,66.65,-83.420006,-54.398434,391.0,217,1.127873013,False,REGULAR,USD
MU260626C00935000,2026-06-05T19:43:17.000Z,935.0,64.68,60.45,65.0,-74.77,-53.617783,236.0,51,1.1226545332,False,REGULAR,USD
MU260626C00940000,2026-06-05T19:28:27.000Z,940.0,64.13,59.1,63.5,-70.53001,-52.376358,337.0,206,1.125431619,False,REGULAR,USD
MU260626C00945000,2026-06-05T19:51:50.000Z,945.0,62.0,57.1,62.8,-69.46001,-52.837364,182.0,63,1.1287275009,False,REGULAR,USD
MU260626C00950000,2026-06-05T19:57:29.000Z,950.0,58.65,56.1,60.35,-70.38999,-54.548973,631.0,836,1.1268354205,False,REGULAR,USD
MU260626C00955000,2026-06-05T18:14:16.000Z,955.0,61.5,54.3,59.65,-84.22,-57.795776,65.0,34,1.1305432877,False,REGULAR,USD
MU260626C00960000,2026-06-05T19:54:50.000Z,960.0,61.0,54.1,57.3,-84.899994,-58.190544,132.0,326,1.1335187367,False,REGULAR,USD
MU260626C00965000,2026-06-05T19:32:42.000Z,965.0,58.4,51.65,55.9,-77.409996,-56.99875,39.0,147,1.1276899084,False,REGULAR,USD
MU260626C00970000,2026-06-05T19:05:33.000Z,970.0,56.6,51.8,55.3,-74.89001,-56.954903,35.0,114,1.1434369,False,REGULAR,USD
MU260626C00975000,2026-06-05T19:59:36.000Z,975.0,52.5,49.25,53.2,-61.480003,-53.93929,196.0,208,1.1315045866,False,REGULAR,USD
MU260626C00980000,2026-06-05T19:44:17.000Z,980.0,53.92,47.25,52.55,-56.18,-51.026337,173.0,245,1.1321607113,False,REGULAR,USD
MU260626C00985000,2026-06-05T19:03:58.000Z,985.0,56.8,47.5,51.2,-59.2,-51.034485,35.0,25,1.142643447,False,REGULAR,USD
MU260626C00990000,2026-06-05T19:54:10.000Z,990.0,51.0,45.45,47.7,-55.35,-52.04513,156.0,244,1.1232038469,False,REGULAR,USD
MU260626C00995000,2026-06-05T19:24:15.000Z,995.0,52.2,45.15,48.5,-51.74,-49.778717,105.0,75,1.1436810394,False,REGULAR,USD
MU260626C01000000,2026-06-05T19:59:52.000Z,1000.0,45.15,43.65,46.95,-54.85,-54.85,2158.0,2741,1.1400494658,False,REGULAR,USD
MU260626C01010000,2026-06-05T19:47:06.000Z,1010.0,44.0,40.85,44.0,-54.6,-55.375256,82.0,255,1.1337933936,False,REGULAR,USD
MU260626C01020000,2026-06-05T19:40:16.000Z,1020.0,43.8,38.9,42.85,-50.2,-53.404255,104.0,177,1.1442608705,False,REGULAR,USD
MU260626C01030000,2026-06-05T19:44:17.000Z,1030.0,41.43,36.65,40.75,-48.730003,-54.04836,96.0,723,1.1446270796,False,REGULAR,USD
MU260626C01040000,2026-06-05T19:52:33.000Z,1040.0,42.7,34.35,38.75,-44.3,-50.91954,113.0,283,1.1438336266,False,REGULAR,USD
MU260626C01050000,2026-06-05T19:59:42.000Z,1050.0,35.05,33.7,36.75,-46.37,-56.951607,3426.0,3527,1.153690755,False,REGULAR,USD
MU260626C01060000,2026-06-05T19:57:31.000Z,1060.0,36.1,31.0,35.15,-49.480003,-57.81725,220.0,241,1.1500896988,False,REGULAR,USD
MU260626C01070000,2026-06-05T19:35:50.000Z,1070.0,33.71,29.3,33.45,-47.89,-58.688725,149.0,275,1.1517681572,False,REGULAR,USD
MU260626C01080000,2026-06-05T19:59:23.000Z,1080.0,31.1,28.45,31.85,-40.85,-56.77554,202.0,388,1.1596111356,False,REGULAR,USD
MU260626C01090000,2026-06-05T19:45:33.000Z,1090.0,30.46,27.15,30.35,-36.54,-54.537315,89.0,109,1.1636089183,False,REGULAR,USD
MU260626C01100000,2026-06-05T19:58:21.000Z,1100.0,27.0,25.65,28.5,-38.0,-58.46154,1869.0,2638,1.1618999425,False,REGULAR,USD
MU260626C01110000,2026-06-05T19:41:03.000Z,1110.0,27.62,24.0,27.6,-37.28,-57.44222,80.0,232,1.1655315161,False,REGULAR,USD
MU260626C01120000,2026-06-05T19:48:54.000Z,1120.0,25.61,22.65,26.3,-45.269997,-63.86851,18.0,363,1.1671794571,False,REGULAR,USD
MU260626C01130000,2026-06-05T19:31:59.000Z,1130.0,25.95,22.3,25.05,-34.1,-56.78601,313.0,201,1.1769145158,False,REGULAR,USD
MU260626C01140000,2026-06-05T19:26:07.000Z,1140.0,24.0,20.95,23.95,-34.33,-58.854794,309.0,262,1.1782267651,False,REGULAR,USD
MU260626C01150000,2026-06-05T19:59:19.000Z,1150.0,22.07,19.6,21.95,-29.779999,-57.43491,267.0,754,1.1699870602,False,REGULAR,USD
MU260626C01160000,2026-06-05T19:48:13.000Z,1160.0,21.2,18.6,20.95,-33.71,-61.391365,68.0,123,1.1729777679,False,REGULAR,USD
MU260626C01170000,2026-06-05T19:59:19.000Z,1170.0,20.02,18.15,19.55,-33.48,-62.57944,29.0,249,1.1764567545,False,REGULAR,USD
MU260626C01180000,2026-06-05T19:42:51.000Z,1180.0,20.0,16.8,20.0,-29.0,-59.183674,96.0,122,1.1885721724,False,REGULAR,USD
MU260626C01190000,2026-06-05T19:36:10.000Z,1190.0,18.9,15.95,19.1,-28.1,-59.78724,45.0,233,1.191410293,False,REGULAR,USD
MU260626C01200000,2026-06-05T19:57:59.000Z,1200.0,16.6,15.45,17.8,-24.35,-59.46276,1831.0,3063,1.1927530597,False,REGULAR,USD
MU260626C01210000,2026-06-05T19:32:32.000Z,1210.0,17.65,14.8,17.5,-29.550001,-62.605934,244.0,146,1.2023660487,False,REGULAR,USD
MU260626C01220000,2026-06-05T18:51:02.000Z,1220.0,16.72,14.1,16.8,-23.890001,-58.827877,40.0,82,1.2064248663,False,REGULAR,USD
MU260626C01230000,2026-06-05T17:35:40.000Z,1230.0,19.98,13.15,16.05,-15.32,-43.399433,19.0,74,1.2062417618,False,REGULAR,USD
MU260626C01240000,2026-06-05T19:21:36.000Z,1240.0,15.9,12.85,15.15,-21.97,-58.014263,22.0,167,1.2109109279,False,REGULAR,USD
MU260626C01250000,2026-06-05T19:54:18.000Z,1250.0,14.29,12.2,14.15,-20.279999,-58.663578,306.0,794,1.209415574,False,REGULAR,USD
MU260626C01260000,2026-06-05T19:48:13.000Z,1260.0,12.6,10.75,13.85,-23.300001,-64.90251,30.0,177,1.2055093436,False,REGULAR,USD
MU260626C01270000,2026-06-05T19:58:15.000Z,1270.0,12.55,10.95,12.95,-20.84,-62.413895,19.0,77,1.2140542227,False,REGULAR,USD
MU260626C01280000,2026-06-05T19:54:21.000Z,1280.0,12.77,10.35,12.75,-20.23,-61.303032,36.0,111,1.2208290912,False,REGULAR,USD
MU260626C01290000,2026-06-05T16:29:44.000Z,1290.0,15.64,10.1,12.05,-12.86,-45.122807,42.0,283,1.2249794611,False,REGULAR,USD
MU260626C01300000,2026-06-05T19:59:11.000Z,1300.0,10.63,9.55,11.25,-20.919998,-66.30744,507.0,415,1.2229042761,False,REGULAR,USD
MU260626C01310000,2026-06-05T19:38:30.000Z,1310.0,11.35,8.95,10.85,-16.97,-59.922314,44.0,195,1.2248573914,False,REGULAR,USD
MU260626C01320000,2026-06-05T19:53:08.000Z,1320.0,10.6,8.85,11.15,-16.789999,-61.29974,31.0,135,1.24383923,False,REGULAR,USD
MU260626C01330000,2026-06-05T19:41:18.000Z,1330.0,9.8,8.5,9.85,-15.2,-60.8,17.0,33,1.2349281418,False,REGULAR,USD
MU260626C01340000,2026-06-05T14:36:59.000Z,1340.0,14.55,7.65,10.3,-10.97,-42.985893,1.0,36,1.2442054391,False,REGULAR,USD
